gen,trial,p_old,alpha_old,beta_old,gamma_old,omega_old,sigma_now,sample_vol,alpha_new,beta_new,gamma_new,p_new,vol_inf_current_impl,ratio_inf_to_sigma
lowvol_trap,83,1.0,0.0,0.0,2.0,8.97037218965355e-07,0.0009949655832767706,0.0010372441464965717,0.0,0.0,1.96,0.98,0.006697153197312102,6.731040057944545
lowvol_trap,89,1.000005,3.6320388779306482e-06,0.9999999826937865,1.8010760813546006e-06,7.734179503044282e-10,0.0007864591047135118,0.0006319314271723119,3.5593820287986324e-06,0.9799955580946762,1.7650465900643473e-06,0.98,0.00019664917369575032,0.25004373719773376
lowvol_trap,97,1.00082,3.6238072276470578e-06,0.9977385715068148,0.00615476885346974,8.594360394428555e-10,0.0013089515230607198,0.0006049694986590714,3.548422867600121e-06,0.9769830845335128,0.006026734087239392,0.9800000000000001,0.00020729641090029268,0.15836828732631117
lowvol_trap,99,1.000006,0.4748701542303372,0.762572144649926,-0.47487287732719696,1.029049096698349e-07,0.0006886002775765108,0.0007414689086305422,0.46537002397656074,0.7473163223213617,-0.46537269259584463,0.9800000000000002,0.0022683133565475026,3.2940930034630562
lowvol_trap,100,1.0,1.0,0.5000003811536439,-1.0,1.3725002858533914e-07,0.0012059678185735339,0.0006639108396649661,0.9799996264695715,0.4900001867652144,-0.9799996264695715,0.98,0.002619637652284558,2.172228488968444
lowvol_trap,101,1.000001,0.2246783985687275,0.8876609731999614,-0.22467672572883182,1.4203745656339095e-08,0.0003799502599798509,0.0005809572466950183,0.22018460845216062,0.8699068760831977,-0.22018296907071683,0.98,0.0008427261018960753,2.217990591559974
lowvol_trap,106,1.000011,8.421320950411226e-06,0.9999999406185162,6.181906101286518e-06,2.153415812969925e-09,0.001290080566306672,0.0006772079720927675,8.252800012971486e-06,0.9799887181006892,6.058198595363426e-06,0.9799999999999999,0.00032813227614560494,0.25435022022307
lowvol_trap,107,1.003531,0.032540872645661155,0.958328513425378,0.02532240350717247,4.134509739339054e-09,0.0004015951213387534,0.0004648073837426982,0.03177786066479217,0.935857814949828,0.02472864877075954,0.98,0.0004546707456687229,1.132162024660651
lowvol_trap,115,1.000083,0.0002811128467082196,0.999846502961648,-8.936753890227342e-05,1.8631150528751625e-09,0.0012084681916861644,0.0008701763297611654,0.000275467744672337,0.9797683187180891,-8.757292552296145e-05,0.98,0.00030521427332901393,0.2525629349856129
lowvol_trap,116,1.000098,7.27092665675595e-05,1.0,5.0753260852653754e-05,3.781092014821413e-09,0.0017125908286513406,0.0008384936769624026,7.124809280311661e-05,0.9799038852484476,4.973331749854335e-05,0.98,0.00043480409466916303,0.2538867354624162
lowvol_trap,132,1.000316,0.027844100378811375,0.9861311612620717,-0.027319476275462926,6.40629108876454e-09,0.0007070344670327321,0.0006968966901874149,0.027278611328227755,0.9661037096099664,-0.02676464187638823,0.98,0.0005659633861286671,0.800474959168385
lowvol_trap,139,1.0,0.0,0.6225525686261822,0.7548949081704236,7.440371283816465e-08,0.0005658650028567975,0.0005474694704402187,0.0,0.610101503397403,0.7397969932051941,0.98,0.0019287782770210343,3.4085484475687693
lowvol_trap,142,1.0,0.0,0.0,2.0,1.1396601438537792e-07,0.00035113373659702524,0.0004555317432845794,0.0,0.0,1.96,0.98,0.0023871113755476285,6.798296850317093
lowvol_trap,143,1.0,0.3055728713766021,0.14873475737063196,1.0913849457588325,3.2089581045650964e-07,0.0006376736565370893,0.000826750906769959,0.2994613835158128,0.14576004741011397,1.0695571381481466,0.9800000000000001,0.004005594902486465,6.2815750053703
lowvol_trap,146,1.0,1.2417703862168765e-09,2.2359666804496378e-10,1.9999999999121911,3.753190727855746e-07,0.0006126329022545876,0.0007472627822486021,1.2169349767627111e-09,2.1912473437258685e-10,1.9599999971278803,0.9799999999999999,0.004331968794818196,7.0710678105531946
lowvol_trap,147,1.000001,0.3767751981878935,0.7861072532086317,-0.3257638524532202,3.466749516058561e-08,0.0005214972704962314,0.0007791491914304292,0.3692395003106586,0.7703847035615897,-0.3192484077444966,0.9800000000000001,0.0013165769092724087,2.5246093963629344
lowvol_trap,161,1.00001,0.9999999996962776,0.5000104810451527,-0.9999999999999981,3.5683826111974897e-07,0.0008511273277466057,0.0009190871444674188,0.9799897286834005,0.49000513580712124,-0.9799897289810434,0.98,0.004223968874883838,4.962793153483824
lowvol_trap,175,1.0,0.0,0.0,2.0,1.9528701577924042e-07,0.0004419129051965335,0.0005293170234080557,0.0,0.0,1.96,0.98,0.0031247961195831663,7.071067811865473
lowvol_trap,180,1.000003,3.420400248394325e-12,0.8917450034387913,0.21651605491138579,4.306593492894621e-08,0.0006830498532698667,0.0008686266721306933,3.3519820839109643e-12,0.8739074546457425,0.2121850907018113,0.9800000000000001,0.0014674115804529145,2.148322810448147
lowvol_trap,182,1.0,0.04705568996760159,0.8477455488921138,0.21039752228056938,3.739917347972478e-08,0.0005170414769952434,0.0008494468862693794,0.04611457616824956,0.8307906379142715,0.20618957183495798,0.9800000000000001,0.001367464322747123,2.644786508606742
lowvol_trap,186,1.0,0.0,0.6330898619934346,0.7338203056683908,1.900954674224598e-07,0.009579844559760861,0.000763060816138981,0.0,0.6204280555540883,0.7191438888918235,0.98,0.0030829812472869473,0.321819548120508
lowvol_trap,189,1.0,0.0,0.8461768695173242,0.3076465142695211,3.4367512146649174e-08,0.00048710167501262163,0.0006079310566357773,0.0,0.8292532271003277,0.30149354579934456,0.98,0.0013108682646751568,2.6911594271179418
lowvol_trap,193,1.000029,2.397874887558217e-05,1.0,9.736738202276655e-06,4.619656585579026e-09,0.0018871569451363052,0.0009397654989957245,2.3498496034183154e-05,0.9799717306398723,9.541728186872413e-06,0.98,0.00048060673037209024,0.25467236925404585
lowvol_trap,197,1.000001,0.0016105886609786469,4.760445470456788e-08,1.9967808522549308,2.7748969672491676e-08,0.00016658182262866604,0.000325613519938081,0.001578375210904458,4.665231604738724e-08,1.9568431562735589,0.98,0.0011779000312524754,7.070999780559357
crash_cluster,22,1.0,0.3813000513869683,0.8093499743065907,-0.38130005138699236,8.000105240704697e-06,0.009125686846767973,0.011059173797829131,0.3736740503592055,0.793162974820409,-0.373674050359229,0.98,0.020000131550448223,2.19163027246893
crash_cluster,27,1.0,0.51585965821661,0.6072096791465872,-0.24613867472639409,1.555887650916146e-05,0.008447967824822995,0.011229168196218402,0.5055424650522777,0.5950654855636555,-0.2412159012318662,0.9800000000000001,0.027891644366334456,3.301580326144158
crash_cluster,45,1.0,0.3297650423037209,0.45528684369390804,0.42989622800474464,2.0974387711507813e-05,0.006842735258928513,0.01102051741740723,0.32316974145764604,0.44618110682002926,0.4212983034446492,0.9799999999999999,0.03238393715370915,4.732601208187042
crash_cluster,51,1.0,0.05024545734822339,0.958003438678569,-0.016497695090921354,9.240887635707141e-07,0.0101298261308836,0.01283040480639288,0.04924054581401169,0.9388433243886231,-0.016167740405269342,0.9800000000000001,0.006797384657243985,0.6710267846079077
crash_cluster,62,1.0,0.2591328845932848,0.8592005963754338,-0.23666696193743722,7.15026299859165e-06,0.01095452137808022,0.01151866950306688,0.2539502269014191,0.842016584447925,-0.23193362269868847,0.9799999999999999,0.018908018138598773,1.7260469431766634
crash_cluster,63,1.0,0.4257237040004302,0.787138147999785,-0.4257237040004302,6.518876572696599e-06,0.008339441416102985,0.01018514294768541,0.4172092299204215,0.7713953850397891,-0.4172092299204215,0.9799999999999998,0.018053914496164704,2.1648829454336864
crash_cluster,69,1.0,0.3584171659427921,0.8173633752205332,-0.35156108221995885,5.62121233522734e-06,0.007245707727773018,0.011214683467701677,0.35124882260519863,0.8010161076733917,-0.3445298605571805,0.9800000000000001,0.016764862563151788,2.3137646718610467
crash_cluster,93,1.000011,0.05760486677782763,0.9699206448842858,-0.055029925501066286,6.934748750319086e-07,0.008219506928696404,0.011716100326915587,0.056452173933279746,0.9505122051173923,-0.053928758101344114,0.9800000000000001,0.0058884415384374495,0.7163983909885631
crash_cluster,113,1.0,0.638561608296156,0.665555722016319,-0.6082346606247762,1.1915609537095855e-05,0.00886848698652169,0.010841177469794757,0.6257903761301786,0.6522446075759359,-0.596069967412229,0.9800000000000002,0.024408614808194232,2.7522862519041182
crash_cluster,118,1.0,0.18443266922442123,0.8864739707337519,-0.14181327987837875,3.77374145187164e-06,0.008210849741758945,0.011170859880630369,0.1807440158365016,0.8687444913025849,-0.13897701427817288,0.98,0.013736341310319202,1.6729500286016163
crash_cluster,121,1.0,0.7835408890834807,0.4717428784246349,-0.5105675350161817,2.20899724631529e-05,0.007240350721420664,0.011597709856220266,0.767870071301792,0.4623080208561307,-0.5003561843158456,0.9799999999999998,0.03323399800140862,4.590108860760769
crash_cluster,123,1.0,0.21379731319931766,0.8796801690280955,-0.18695496445474924,3.2840773152921624e-06,0.01018285516098773,0.011005607273972233,0.20952136693532322,0.8620865656475003,-0.18321586516564717,0.98,0.012814205623627553,1.2584098880951367
crash_cluster,134,1.0,0.198713367137307,0.9006433164323961,-0.19871336713860974,3.1714633691729536e-06,0.01049758878161549,0.010574168117109494,0.19473909979448334,0.8826304501033968,-0.19473909979576,0.9800000000000001,0.01259258386744549,1.1995691705412372
crash_cluster,143,1.0,0.7780340581684162,0.49455730803930303,-0.5451827324128475,2.4077739834032257e-05,0.009693896565054982,0.010860150727242536,0.7624733770040601,0.4846661618778891,-0.5342790777638985,0.98,0.034697074685074124,3.579270157487731
crash_cluster,162,1.0,0.204201998541317,0.6361452115837809,0.3193055797498361,1.4157422168702627e-05,0.007178064359876173,0.011784565993766922,0.20011795857048745,0.6234223073520954,0.31291946815483435,0.98,0.026605847260238315,3.706548997938671
crash_cluster,171,1.0,0.09891058113690279,0.9400346938358205,-0.07789054993174299,1.9068566152645284e-06,0.012578197213790453,0.011317966327304552,0.09693236951350057,0.9212339999527919,-0.0763327389325851,0.9799999999999998,0.009764365353837661,0.7762929128772309
crash_cluster,173,1.0,0.53044558673891,0.6807168149752347,-0.42232480342828943,1.4715405365329637e-05,0.007944413561456939,0.011359271035689853,0.5198366750041318,0.66710247867573,-0.41387830735972364,0.9800000000000001,0.02712508559003059,3.4143597107822363
crash_cluster,199,1.0,0.6720404527167896,0.5601600509915362,-0.4644010074166455,1.959830934108934e-05,0.009124434402412293,0.01112784946379148,0.6585996436624517,0.5489568499717038,-0.4551129872683112,0.98,0.03130360150293359,3.430744320399479
trend_shift,1,1.0,0.07474909584214962,0.9497426285580851,-0.048983428562031785,1.80916323203731e-07,0.018061848334157048,0.01434319740049389,0.07325411318403222,0.930747766568483,-0.0480037595050306,0.9799999999999999,0.0030076263332047236,0.1665181922448631
trend_shift,2,1.0,0.0613316223013205,0.9356680511435344,0.006000684737296434,2.2253033257586055e-07,0.019469822505947285,0.014319492569374466,0.06010498890482366,0.916954675620398,0.005880670949556497,0.9799999999999999,0.0033356433605517474,0.1713237683359895
trend_shift,3,1.0,0.1188304494596522,0.8972239017462814,-0.0321086898601986,3.549981338818157e-07,0.01967028286104245,0.014778389694465729,0.11645383973961415,0.8792794181931438,-0.03146651586551599,0.98,0.0042130638131994596,0.21418420075410055
trend_shift,4,1.0,0.022464770981946065,0.957039828937586,0.04099101337730073,2.340828207190991e-07,0.01628318493987997,0.014625964728947812,0.022015473215277557,0.9378989323711336,0.04017118882717729,0.9799999999999998,0.0034211315432112247,0.21010211183147337
trend_shift,6,1.0,0.050678999892189894,0.9445845750460873,0.00947285287964169,2.822954798742683e-07,0.019779834023200903,0.01497450903279051,0.04966541982590227,0.9256928822694699,0.009283395809255426,0.9799999999999999,0.003756963400635322,0.1899390761433369
trend_shift,7,1.0,0.06988163204860122,0.9291266615686831,0.001983414720581676,2.4875643263832566e-07,0.017812419909853685,0.013904730704212817,0.06848399934068093,0.910544127447184,0.0019437464242698843,0.98,0.003526729594385749,0.19799272711030078
trend_shift,8,1.0,0.0960421763281375,0.926129708411968,-0.044343762165806606,2.975064029725413e-07,0.020465582709033047,0.014316428562956921,0.094121332457354,0.9076071109244259,-0.043456886763559854,0.98,0.0038568536592184896,0.18845559953277857
trend_shift,9,1.0,0.06191944597307284,0.9561843621324587,-0.036206829135690025,1.3788822466557074e-07,0.018632649339354112,0.013527619769577986,0.060681033173337964,0.9370603061212643,-0.03548267858920497,0.9799999999999998,0.00262572108824956,0.14092043704722987
trend_shift,11,1.0,0.08424693157275231,0.9041342490862303,0.023237666085197395,3.1167152267553736e-07,0.016252795372275544,0.014394620993943088,0.08256199181006743,0.8860515519641984,0.022772912451468535,0.9800000000000001,0.003947603847117506,0.2428876852686791
trend_shift,12,1.0,0.03960296641647204,0.9441556366650553,0.032482852391329343,3.810754935212332e-07,0.020021372433731085,0.015099494991429019,0.03881090595186826,0.9252724968423737,0.03183319441151621,0.9800000000000001,0.004365062963585032,0.21802016710058175
trend_shift,13,1.0,0.0838399838401359,0.9285634202139539,-0.024806808047974308,2.6530115601513027e-07,0.015173815155468276,0.014194499637824593,0.08216318416085985,0.9099921517822817,-0.024310671886283008,0.98,0.0036421227053404586,0.24002682700585856
trend_shift,15,1.0,0.02719755654284748,0.9492850839415132,0.04703474601002571,1.9732735825258576e-07,0.024689891965037902,0.014480013596589557,0.026653605052450093,0.9302993697135271,0.04609405046804533,0.9799999999999999,0.003141077508217399,0.12722119289405232
trend_shift,16,1.0,0.05786518973509979,0.9174204763032732,0.04942867132934264,3.909902608814885e-07,0.020549976804918463,0.014194717269149018,0.05670788584382175,0.899072065246048,0.048440097820260146,0.9799999999999998,0.0044214831271954655,0.21515757264199056
trend_shift,17,1.0,0.046938714458219094,0.9386332575647051,0.02885605988945312,2.1698331068806553e-07,0.01721998146433389,0.01359870452244483,0.0459999400785429,0.9198605906034466,0.02827893863602098,0.98,0.0032938071489392435,0.19127820525018527
trend_shift,18,1.0,0.06039781286115942,0.9426545498551601,-0.006104718102757893,2.147406201522869e-07,0.018315578445943587,0.014908605026281104,0.05918985638700892,0.9238014554723794,-0.0059826237187767745,0.9799999999999999,0.0032767409124943455,0.17890458235677817
trend_shift,20,1.0,0.06099165731348403,0.926908530244089,0.02419963713668563,2.2561495650275082e-07,0.01978322594730148,0.014335363736138319,0.05977182380105719,0.908370354074607,0.02371564424867188,0.9800000000000001,0.00335868245375141,0.16977425535644503
trend_shift,21,1.0,0.08304179080286016,0.9180613670103234,-0.0022062997435163944,5.657104324861906e-07,0.017254825008843244,0.014734953007587894,0.08138095434052219,0.8997001325252155,-0.0021621737314753255,0.98,0.005318413449921838,0.3082276086367787
trend_shift,22,1.0,0.02396544631740842,0.9380233927181775,0.07602232967789689,2.4499071824913074e-07,0.02163534066149477,0.015422994931659039,0.023486137300062406,0.9192629213020982,0.07450188279567885,0.9800000000000001,0.0034999337011515797,0.16176929015869593
trend_shift,23,1.0,0.021840408371713547,0.9503978036029017,0.05552360043720593,3.215950600043669e-07,0.01702097008463173,0.01358368276948161,0.02140359994330051,0.9313898361742041,0.05441312776499067,0.98,0.004009956732960885,0.23558920044054854
trend_shift,24,1.0,0.05158841278188239,0.9380544956171305,0.020714247656960585,2.742530989958047e-07,0.018599081761130568,0.014334227719461195,0.05055664289693088,0.9192933760782669,0.020299962049604485,0.98,0.003703060214172897,0.19909908788678835
trend_shift,26,1.0,0.09024021911746824,0.918140860958828,-0.016762158194004288,2.6867435426127414e-07,0.019662497211492075,0.013703191467827036,0.08843541464851461,0.8997780428585042,-0.016426915014037424,0.98,0.0036652036386896287,0.1864058058987258
trend_shift,27,1.0,0.08060548957397186,0.9248192371941931,-0.010849423441295717,2.883758411162007e-07,0.015324526164534053,0.014187180800416631,0.07899337859383819,0.9063228388124007,-0.010632434812478057,0.9799999999999999,0.003797208455669762,0.2477863533854469
trend_shift,28,1.0,0.06767484494364963,0.9316513274105236,0.0013476610327631902,2.073969665598067e-07,0.016285028321811973,0.014544690133897203,0.06632134785439756,0.9130182982414439,0.001320707808316762,0.9799999999999999,0.003220224887797476,0.19774143613151382
trend_shift,29,1.0,0.028722354493657343,0.9681047385518817,0.006345844971341092,3.2674915291863013e-07,0.023323514584150336,0.014388067637453938,0.02814790696661315,0.9487426290457234,0.006218927975326796,0.98,0.004041962103475427,0.17329987249100834
trend_shift,32,1.0,0.06445350969022583,0.9493973863563496,-0.0277017233908889,2.3730680710409022e-07,0.02321895343415671,0.014594290646980824,0.06316443732665145,0.9304094066686072,-0.02714768799051733,0.98,0.0034446103343055367,0.1483533848359536
trend_shift,34,1.0,0.05806783681517975,0.9437721895795584,-0.003680012516922586,2.5165129563029966e-07,0.018328893502201942,0.014162755345176145,0.056906478932991535,0.9248967271639907,-0.0036064121939644203,0.98,0.003547191111501461,0.19353001920575943
trend_shift,36,1.0,0.0342320722537496,0.9488798596179523,0.03377619979574928,2.2246576788789988e-07,0.01892423835840999,0.014749677169593734,0.03354742974288697,0.9299022328829931,0.033100674748239876,0.98,0.0033351594256339507,0.17623744546378511
trend_shift,37,1.0,0.08779768216971436,0.9214105083317956,-0.018416378750056996,2.4712870197981353e-07,0.016475073597077693,0.014917493495170022,0.08604172842939564,0.9029822971479667,-0.018048051154725058,0.9799999999999999,0.0035151721293544924,0.213363060786448
trend_shift,40,1.0,0.021514014832868893,0.9610292805842189,0.03491364806118013,2.2488605462774578e-07,0.018273648067544616,0.014751319887834995,0.02108373201780869,0.9418085824756864,0.034215371013009914,0.9800000000000001,0.0033532525600359036,0.18350208713888577
trend_shift,41,1.0,0.13240949573831381,0.8872339491560196,-0.0392868838068682,6.897502069221989e-07,0.02095749225846449,0.014534682255672416,0.12976130543544453,0.8694892675723443,-0.03850114601557778,0.98,0.005872606776050131,0.2802151470998756
trend_shift,43,1.0,0.07160647051307031,0.9182944607070859,0.02019816047827171,3.03726618901741e-07,0.01434224492301302,0.014322804970058507,0.07017434029866065,0.8999285611804,0.01979419704187879,0.98,0.003896964324328237,0.2717122978478297
trend_shift,45,1.0,0.05486522345628078,0.9252057400313008,0.03985807652427709,3.4907182229962883e-07,0.014610720990442532,0.01471748970101317,0.053767918893076354,0.9067016236442008,0.03906091492544588,0.9800000000000001,0.004177749527554462,0.28593726006316167
trend_shift,46,1.0,0.06931239877794036,0.9365167307538838,-0.011658248204799835,2.0814425567553648e-07,0.019282461813106836,0.014728996913254593,0.06792615043358168,0.9177863911557546,-0.011425083178672217,0.9800000000000001,0.0032260212001437426,0.16730338850980764
trend_shift,47,1.0,0.04990822267498055,0.9286928253436967,0.04279790420991838,3.019937330866302e-07,0.017962397573666248,0.013924983439142205,0.04891005821543387,0.9101189687242989,0.04194194612053446,0.98,0.003885831526756081,0.21633145078878
trend_shift,48,1.0,0.07178421986049015,0.9298023198082577,-0.003173054219455839,2.2410756826351757e-07,0.016419280343852868,0.01453820602500078,0.07034853457977171,0.911206261968235,-0.003109593096013281,0.9800000000000001,0.0033474435638522616,0.20387273338112497
trend_shift,50,1.0,0.0796782736216956,0.9331880143158258,-0.025732566483460333,2.79676991383513e-07,0.02122653728693028,0.015197800394303738,0.0780847077825922,0.9145242497350943,-0.02521791503537306,0.98,0.0037394985718911078,0.17617091856963465
trend_shift,51,1.0,0.0318362169732598,0.9373399200675397,0.06164774140231466,2.1717585014443576e-07,0.015961467032541844,0.014376441758108396,0.031199492392249478,0.9185931145544807,0.06041478610653969,0.98,0.0032952681995888863,0.2064514616902428
trend_shift,52,1.0,0.048618083274007275,0.9396287737583293,0.02350628670218712,3.717503375847254e-07,0.017501825559115516,0.014028882488446505,0.04764572159025832,0.9208361979300864,0.023036160959310617,0.9800000000000001,0.0043113242605070145,0.24633568915109758
trend_shift,54,1.0,0.064663867218603,0.951178412399721,-0.031684436708685024,1.2300022824964042e-07,0.017059831545569802,0.01480047732645829,0.06337058599189653,0.932154787044213,-0.031050746072218992,0.98,0.0024799216545048387,0.14536612790580805
trend_shift,56,1.0,0.06175554676070243,0.9294825394181331,0.017523840722612583,3.2521113751048937e-07,0.016809200183905505,0.013969970498529731,0.06052043542967616,0.9108928826724019,0.0171733637958441,0.98,0.004032438080804769,0.23989470270368685
trend_shift,57,1.0,0.07558278981521337,0.9239124154370764,0.0010095984056860056,3.3181177406592884e-07,0.023794859420307596,0.014410059957110356,0.07407113368891237,0.9054341630945055,0.0009894064331643485,0.9800000000000001,0.004073154637783412,0.17117792401442808
trend_shift,58,1.0,0.08233332868883382,0.9119307026042028,0.01147193813073805,3.8539834006147803e-07,0.016090264665503,0.014754951855052788,0.08068666208613859,0.8936920882318145,0.011242499364093913,0.98,0.004389751360051488,0.27282033274834633
trend_shift,62,1.0,0.07769206217726984,0.9341410951549723,-0.023666256263978586,2.8670866739339957e-07,0.019881961542438722,0.015041020492919064,0.0761382187104692,0.9154582465202605,-0.02319293046145958,0.98,0.0037862162338765026,0.19043474285948575
trend_shift,64,1.0,0.06092340680735689,0.9571516355878785,-0.03615008448533548,2.0789893002240607e-07,0.018641791257626893,0.015048403986574282,0.0597049386621007,0.9380086027330111,-0.03542708279022374,0.98,0.0032241194923762198,0.17295116374919925
trend_shift,65,1.0,0.05139895781210378,0.9383400069167714,0.02052207299309209,2.1919531173669247e-07,0.015794159927183523,0.01513700552599763,0.050370978594136036,0.9195732056515713,0.020111631508585026,0.9799999999999999,0.003310553667717011,0.2096061888052163
trend_shift,66,1.0,0.06005691843987985,0.9314767055128427,0.016932765546951157,2.8244895583724354e-07,0.017168999653838075,0.014176620872974633,0.058855779675206624,0.912847165262595,0.016594110124396863,0.9800000000000001,0.0037579845385342183,0.2188819741570752
trend_shift,67,1.0,0.06895556513109695,0.9261194885825651,0.009849896254386821,2.695069158570532e-07,0.018837697090979787,0.014170163283775633,0.06757645370407653,0.9075970971401587,0.009652898311529493,0.98,0.0036708780683717417,0.19486872788338333
trend_shift,68,1.0,0.033066831380136275,0.9555249185129273,0.022816500213872715,3.660085620904886e-07,0.01797253766350476,0.014686528196840836,0.03240549475253355,0.9364144201426687,0.02236017020959526,0.9799999999999999,0.004277899964296069,0.2380242592554318
trend_shift,70,1.0,0.022181143571452587,0.9195545078137778,0.11652869811206695,5.059612049562178e-07,0.015926036385860258,0.014671854878489066,0.021737520690431552,0.9011634172598513,0.1141981240994341,0.9799999999999999,0.005029717710549045,0.31581729368737477
trend_shift,71,1.0,0.05365042064240313,0.9595933012550207,-0.02648744049679732,2.1092690861835854e-07,0.01948249578553581,0.013331529141596464,0.05257741214285358,0.9404014336791745,-0.02595769164405648,0.9799999999999999,0.003247513730674261,0.16668879420907046
trend_shift,72,1.0,0.0627264156147392,0.9418762236142946,-0.009205208056827952,3.252049043514533e-07,0.014654135091251292,0.013986613973892241,0.06147188513859596,0.9230386666504755,-0.009021103578142956,0.98,0.004032399436758796,0.2751714387542524
trend_shift,74,1.0,0.07500061842337437,0.9263697540213395,-0.002740720111182489,2.3885167179330885e-07,0.017840718099956906,0.013143740516863086,0.07350060514429886,0.9078423476935424,-0.002685905675682824,0.98,0.0034558043332436274,0.1937032082386849
trend_shift,75,1.0,0.09278157280869843,0.9218560667052693,-0.02927527383961557,3.9124353711875446e-07,0.019648709052071497,0.01460985233170966,0.09092594111664802,0.9034189430275505,-0.028689768288397408,0.9799999999999999,0.004422914972723034,0.2250995198209595
trend_shift,76,1.0,0.0646362335471439,0.9639654857423396,-0.05720343145025949,1.2739794622246135e-07,0.017121446314575416,0.013552874338987376,0.06334350865042233,0.944686172660297,-0.05605936262143889,0.9799999999999998,0.00252386554933558,0.14740959980623972
trend_shift,77,1.0,0.07585316363631919,0.9340653554580567,-0.01983694230931922,2.157541734652743e-07,0.019148274072475456,0.014836317401227579,0.07433609679994142,0.9153840044656462,-0.01944020253117504,0.9800000000000001,0.003284464746844418,0.17152797867906264
trend_shift,79,1.0,0.06976836112844449,0.9265485066056968,0.007366264531989773,3.030716882306154e-07,0.017330676253918976,0.014135973472555284,0.06837299390586629,0.9080175364734593,0.007218939241348995,0.9800000000000001,0.0038927605129947104,0.22461676947628878
trend_shift,80,1.0,0.06258877308147322,0.9294640166294063,0.015894429240301256,3.079802621056891e-07,0.01751469932422239,0.014766023157520174,0.06133699735419136,0.9108747323517921,0.015576540588032763,0.9799999999999999,0.003924157630025119,0.22404938602617674
trend_shift,81,1.0,0.03130725218516932,0.9434233448084639,0.05053883199677449,2.69981547705172e-07,0.015462025533250948,0.015365097161597107,0.03068110674285637,0.924554865900459,0.049528054713369504,0.9800000000000001,0.0036741090600659453,0.2376214585964049
trend_shift,82,1.0,0.043276641047079026,0.9375516831701239,0.03834336594480907,2.1458939748664208e-07,0.014579963939453194,0.013896598387763024,0.04241110792121822,0.9188006429009054,0.03757649835575261,0.98,0.0032755869511176304,0.224663583855234
trend_shift,83,1.0,0.06021622183881243,0.9260989049053289,0.027369750389570794,2.4340554032358755e-07,0.019675612685599742,0.014320898799550112,0.05901189728761643,0.9075769250474971,0.026822355329772795,0.98,0.003488592411873214,0.1773054017487576
trend_shift,84,1.0,0.06795053580268927,0.9345595984850333,-0.005020268530713635,2.0872075867617968e-07,0.014308476413790832,0.01362121692107592,0.06659152508514612,0.9158684064948487,-0.0049198631599893265,0.9800000000000001,0.0032304857117481625,0.22577426263459802
trend_shift,85,1.0,0.05705637681309338,0.9339690839032172,0.01794909131839711,3.5621333966361477e-07,0.01938455886988352,0.014558499112345346,0.05591524892034333,0.9152896963897149,0.017590109379883263,0.9799999999999999,0.004220268591355368,0.21771290333112067
