gen,trial,p_old,omega_old,sigma_now,sample_vol,p_new,vol_inf_current_impl,ratio_inf_to_sigma,ratio_inf_to_sample,omega_sigma_anchor,omega_sample_anchor
lowvol_trap,139,1.0,7.440371283816465e-08,0.0005658650028567975,0.0005474694704402187,0.98,0.0019287782770210343,3.4085484475687693,3.5230791508248105,6.404064029162475e-09,5.9944564212818745e-09
lowvol_trap,142,1.0,1.1396601438537792e-07,0.00035113373659702524,0.0004555317432845794,0.98,0.0023871113755476285,6.798296850317093,5.240274494013372,2.465898019531784e-09,4.150183382797763e-09
lowvol_trap,143,1.0,3.2089581045650964e-07,0.0006376736565370893,0.000826750906769959,0.9800000000000001,0.004005594902486465,6.2815750053703,4.844983984518338,8.132553844827597e-09,1.3670341236898926e-08
lowvol_trap,146,1.0,3.753190727855746e-07,0.0006126329022545876,0.0007472627822486021,0.9799999999999999,0.004331968794818196,7.0710678105531946,5.797115683699366,7.506381458497628e-09,1.1168033314678505e-08
lowvol_trap,147,1.000001,3.466749516058561e-08,0.0005214972704962314,0.0007791491914304292,0.9800000000000001,0.0013165769092724087,2.5246093963629344,1.6897622737120777,5.439188062700366e-09,1.2141469250133774e-08
lowvol_trap,161,1.00001,3.5683826111974897e-07,0.0008511273277466057,0.0009190871444674188,0.98,0.004223968874883838,4.962793153483824,4.59583065687584,1.4488354560741572e-08,1.6894423582505492e-08
lowvol_trap,175,1.0,1.9528701577924042e-07,0.0004419129051965335,0.0005293170234080557,0.98,0.0031247961195831663,7.071067811865473,5.903449126695157,3.905740315584812e-09,5.603530225391289e-09
lowvol_trap,180,1.000003,4.306593492894621e-08,0.0006830498532698667,0.0008686266721306933,0.9800000000000001,0.0014674115804529145,2.148322810448147,1.6893466750835948,9.331142041039684e-09,1.5090245910736787e-08
lowvol_trap,182,1.0,3.739917347972478e-08,0.0005170414769952434,0.0008494468862693794,0.9800000000000001,0.001367464322747123,2.644786508606742,1.6098291074475353,5.346637778668432e-09,1.4431200251854812e-08
lowvol_trap,186,1.0,1.900954674224598e-07,0.009579844559760861,0.000763060816138981,0.98,0.0030829812472869473,0.321819548120508,4.04028248087296,1.8354684357835972e-06,1.1645236182533767e-08
lowvol_trap,189,1.0,3.4367512146649174e-08,0.00048710167501262163,0.0006079310566357773,0.98,0.0013108682646751568,2.6911594271179418,2.156277838361073,4.7453608360020374e-09,7.391603392445859e-09
lowvol_trap,193,1.000029,4.619656585579026e-09,0.0018871569451363052,0.0009397654989957245,0.98,0.00048060673037209024,0.25467236925404585,0.5114113370683305,7.12272267115239e-08,1.7663183862053676e-08
lowvol_trap,197,1.000001,2.7748969672491676e-08,0.00016658182262866604,0.000325613519938081,0.98,0.0011779000312524754,7.070999780559357,3.617478879490219,5.549900726057676e-10,2.1204832873293437e-09
crash_cluster,22,1.0,8.000105240704697e-06,0.009125686846767973,0.011059173797829131,0.98,0.020000131550448223,2.19163027246893,1.8084652539210626,1.6655632085054812e-06,2.44610650181181e-06
crash_cluster,27,1.0,1.555887650916146e-05,0.008447967824822995,0.011229168196218402,0.9800000000000001,0.027891644366334456,3.301580326144158,2.4838566738832357,1.427363207384885e-06,2.5218843675792453e-06
crash_cluster,45,1.0,2.0974387711507813e-05,0.006842735258928513,0.01102051741740723,0.9799999999999999,0.03238393715370915,4.732601208187042,2.9385133135906822,9.364605164756754e-07,2.4290360829475387e-06
crash_cluster,51,1.0,9.240887635707141e-07,0.0101298261308836,0.01283040480639288,0.9800000000000001,0.006797384657243985,0.6710267846079077,0.5297872327346304,2.052267548838635e-06,3.2923857499181747e-06
crash_cluster,62,1.0,7.15026299859165e-06,0.01095452137808022,0.01151866950306688,0.9799999999999999,0.018908018138598773,1.7260469431766634,1.6415106044638625,2.4000307724563468e-06,2.653594942417677e-06
crash_cluster,63,1.0,6.518876572696599e-06,0.008339441416102985,0.01018514294768541,0.9799999999999998,0.018053914496164704,2.1648829454336864,1.7725735013142339,1.390925662652292e-06,2.0747427372957417e-06
crash_cluster,69,1.0,5.62121233522734e-06,0.007245707727773018,0.011214683467701677,0.9800000000000001,0.016764862563151788,2.3137646718610467,1.4949028754520484,1.0500056095261877e-06,2.5153825056148147e-06
crash_cluster,93,1.000011,6.934748750319086e-07,0.008219506928696404,0.011716100326915587,0.9800000000000001,0.0058884415384374495,0.7163983909885631,0.5025939838454471,1.3512058830177578e-06,2.7453401374070176e-06
crash_cluster,113,1.0,1.1915609537095855e-05,0.00886848698652169,0.010841177469794757,0.9800000000000002,0.024408614808194232,2.7522862519041182,2.2514726722443674,1.5730012286020755e-06,2.350622578631685e-06
crash_cluster,118,1.0,3.77374145187164e-06,0.008210849741758945,0.011170859880630369,0.98,0.013736341310319202,1.6729500286016163,1.2296583662406535,1.3483610696348599e-06,2.495762209453545e-06
crash_cluster,121,1.0,2.20899724631529e-05,0.007240350721420664,0.011597709856220266,0.9799999999999998,0.03323399800140862,4.590108860760769,2.865565565393416,1.0484535713835471e-06,2.690137478181406e-06
crash_cluster,123,1.0,3.2840773152921624e-06,0.01018285516098773,0.011005607273972233,0.98,0.012814205623627553,1.2584098880951367,1.1643342620386405,2.0738107845930905e-06,2.4224678293782127e-06
crash_cluster,134,1.0,3.1714633691729536e-06,0.01049758878161549,0.010574168117109494,0.9800000000000001,0.01259258386744549,1.1995691705412372,1.1908817533428568,2.2039874045579775e-06,2.2362606273778886e-06
crash_cluster,143,1.0,2.4077739834032257e-05,0.009693896565054982,0.010860150727242536,0.98,0.034697074685074124,3.579270157487731,3.1948980779831166,1.8794326122796976e-06,2.3588574763685338e-06
crash_cluster,162,1.0,1.4157422168702627e-05,0.007178064359876173,0.011784565993766922,0.98,0.026605847260238315,3.706548997938671,2.2576857963467343,1.0304921590904914e-06,2.7775199132289575e-06
crash_cluster,171,1.0,1.9068566152645284e-06,0.012578197213790453,0.011317966327304552,0.9799999999999998,0.009764365353837661,0.7762929128772309,0.8627314370322137,3.164220902980157e-06,2.5619272357200244e-06
crash_cluster,173,1.0,1.4715405365329637e-05,0.007944413561456939,0.011359271035689853,0.9800000000000001,0.02712508559003059,3.4143597107822363,2.3879248505301005,1.2622741367092126e-06,2.5806607692452364e-06
crash_cluster,199,1.0,1.959830934108934e-05,0.009124434402412293,0.01112784946379148,0.98,0.03130360150293359,3.430744320399479,2.8130863564241486,1.665106063278501e-06,2.4765806737760887e-06
trend_shift,1,1.0,1.80916323203731e-07,0.018061848334157048,0.01434319740049389,0.9799999999999999,0.0030076263332047236,0.1665181922448631,0.20969008856429458,6.524607304921876e-06,4.114546233390721e-06
trend_shift,2,1.0,2.2253033257586055e-07,0.019469822505947285,0.014319492569374466,0.9799999999999999,0.0033356433605517474,0.1713237683359895,0.23294424326779492,7.581479768261878e-06,4.100957348887437e-06
trend_shift,3,1.0,3.549981338818157e-07,0.01967028286104245,0.014778389694465729,0.98,0.0042130638131994596,0.21418420075410055,0.2850827390738779,7.738400556668415e-06,4.368016039229821e-06
trend_shift,4,1.0,2.340828207190991e-07,0.01628318493987997,0.014625964728947812,0.9799999999999998,0.0034211315432112247,0.21010211183147337,0.23390809472144405,5.302842235726743e-06,4.27837688504856e-06
trend_shift,6,1.0,2.822954798742683e-07,0.019779834023200903,0.01497450903279051,0.9799999999999999,0.003756963400635322,0.1899390761433369,0.2508905896285809,7.82483667970757e-06,4.484718415462521e-06
trend_shift,7,1.0,2.4875643263832566e-07,0.017812419909853685,0.013904730704212817,0.98,0.003526729594385749,0.19799272711030078,0.2536352317357164,6.3456460608990455e-06,3.866830719133577e-06
trend_shift,8,1.0,2.975064029725413e-07,0.020465582709033047,0.014316428562956921,0.98,0.0038568536592184896,0.18845559953277857,0.269400545133017,8.376801512405456e-06,4.099202535964979e-06
trend_shift,9,1.0,1.3788822466557074e-07,0.018632649339354112,0.013527619769577986,0.9799999999999998,0.00262572108824956,0.14092043704722987,0.19410074595343785,6.943512428066747e-06,3.659929932605587e-06
trend_shift,11,1.0,3.1167152267553736e-07,0.016252795372275544,0.014394620993943088,0.9800000000000001,0.003947603847117506,0.2428876852686791,0.2742415968283266,5.283067148261202e-06,4.1441022711853225e-06
trend_shift,12,1.0,3.810754935212332e-07,0.020021372433731085,0.015099494991429019,0.9800000000000001,0.004365062963585032,0.21802016710058175,0.2890866857509333,8.017107082603303e-06,4.559894979923779e-06
trend_shift,13,1.0,2.6530115601513027e-07,0.015173815155468276,0.014194499637824593,0.98,0.0036421227053404586,0.24002682700585856,0.2565869032561855,4.6048933274463785e-06,4.029676399364053e-06
trend_shift,15,1.0,1.9732735825258576e-07,0.024689891965037902,0.014480013596589557,0.9799999999999999,0.003141077508217399,0.12722119289405232,0.21692503858955006,1.2191815304904942e-05,4.193415875148396e-06
trend_shift,16,1.0,3.909902608814885e-07,0.020549976804918463,0.014194717269149018,0.9799999999999998,0.0044214831271954655,0.21515757264199056,0.3114879319791155,8.446030933653839e-06,4.0297999670215955e-06
trend_shift,17,1.0,2.1698331068806553e-07,0.01721998146433389,0.01359870452244483,0.98,0.0032938071489392435,0.19127820525018527,0.24221477446640405,5.93055523264006e-06,3.6984952937752325e-06
trend_shift,18,1.0,2.147406201522869e-07,0.018315578445943587,0.014908605026281104,0.9799999999999999,0.0032767409124943455,0.17890458235677817,0.21978856551086162,6.709208276190309e-06,4.445330076593113e-06
trend_shift,20,1.0,2.2561495650275082e-07,0.01978322594730148,0.014335363736138319,0.9800000000000001,0.00335868245375141,0.16977425535644503,0.23429349373845584,7.827520577639613e-06,4.1100530689477725e-06
trend_shift,21,1.0,5.657104324861906e-07,0.017254825008843244,0.014734953007587894,0.98,0.005318413449921838,0.3082276086367787,0.3609386095213927,5.9545797217160505e-06,4.342376802716474e-06
trend_shift,22,1.0,2.4499071824913074e-07,0.02163534066149477,0.015422994931659039,0.9800000000000001,0.0034999337011515797,0.16176929015869593,0.22692957604279618,9.361759310778537e-06,4.757375453239586e-06
trend_shift,23,1.0,3.215950600043669e-07,0.01702097008463173,0.01358368276948161,0.98,0.004009956732960885,0.23558920044054854,0.2952039443949644,5.794268452438569e-06,3.690328751638235e-06
trend_shift,24,1.0,2.742530989958047e-07,0.018599081761130568,0.014334227719461195,0.98,0.003703060214172897,0.19909908788678835,0.25833691822443644,6.918516847144401e-06,4.109401686267398e-06
trend_shift,26,1.0,2.6867435426127414e-07,0.019662497211492075,0.013703191467827036,0.98,0.0036652036386896287,0.1864058058987258,0.26747080395796535,7.73227593183868e-06,3.755549128078557e-06
trend_shift,27,1.0,2.883758411162007e-07,0.015324526164534053,0.014187180800416631,0.9799999999999999,0.003797208455669762,0.2477863533854469,0.2676506706362867,4.696822043349806e-06,4.025521981274232e-06
trend_shift,28,1.0,2.073969665598067e-07,0.016285028321811973,0.014544690133897203,0.9799999999999999,0.003220224887797476,0.19774143613151382,0.2214020964456688,5.304042948844396e-06,4.23096022182176e-06
trend_shift,29,1.0,3.2674915291863013e-07,0.023323514584150336,0.014388067637453938,0.98,0.004041962103475427,0.17329987249100834,0.2809245970566398,1.0879726651141479e-05,4.14032980679899e-06
trend_shift,32,1.0,2.3730680710409022e-07,0.02321895343415671,0.014594290646980824,0.98,0.0034446103343055367,0.1483533848359536,0.23602451243617903,1.0782395971550765e-05,4.259866389771043e-06
trend_shift,34,1.0,2.5165129563029966e-07,0.018328893502201942,0.014162755345176145,0.98,0.003547191111501461,0.19353001920575943,0.250459110889721,6.718966740301217e-06,4.011672779346313e-06
trend_shift,36,1.0,2.2246576788789988e-07,0.01892423835840999,0.014749677169593734,0.98,0.0033351594256339507,0.17623744546378511,0.22611745242189693,7.162535948918326e-06,4.351059532144696e-06
trend_shift,37,1.0,2.4712870197981353e-07,0.016475073597077693,0.014917493495170022,0.9799999999999999,0.0035151721293544924,0.213363060786448,0.23564093595835206,5.428561000582565e-06,4.450632243568827e-06
trend_shift,40,1.0,2.2488605462774578e-07,0.018273648067544616,0.014751319887834995,0.9800000000000001,0.0033532525600359036,0.18350208713888577,0.22731881523369568,6.67852427392951e-06,4.352028768664705e-06
trend_shift,41,1.0,6.897502069221989e-07,0.02095749225846449,0.014534682255672416,0.98,0.005872606776050131,0.2802151470998756,0.4040409465269351,8.784329635271989e-06,4.225139765467175e-06
trend_shift,43,1.0,3.03726618901741e-07,0.01434224492301302,0.014322804970058507,0.98,0.003896964324328237,0.2717122978478297,0.2720810855467732,4.113999788633859e-06,4.102854844206657e-06
trend_shift,45,1.0,3.4907182229962883e-07,0.014610720990442532,0.01471748970101317,0.9800000000000001,0.004177749527554462,0.28593726006316167,0.2838629149689067,4.26946335721114e-06,4.332090061988554e-06
trend_shift,46,1.0,2.0814425567553648e-07,0.019282461813106836,0.014728996913254593,0.9800000000000001,0.0032260212001437426,0.16730338850980764,0.2190251799999125,7.436266671478433e-06,4.338867001413246e-06
trend_shift,47,1.0,3.019937330866302e-07,0.017962397573666248,0.013924983439142205,0.98,0.003885831526756081,0.21633145078878,0.2790546605486989,6.452954531889028e-06,3.878103275607697e-06
trend_shift,48,1.0,2.2410756826351757e-07,0.016419280343852868,0.01453820602500078,0.9800000000000001,0.0033474435638522616,0.20387273338112497,0.23025148756977268,5.391855340200638e-06,4.2271886885073604e-06
trend_shift,50,1.0,2.79676991383513e-07,0.02122653728693028,0.015197800394303738,0.98,0.0037394985718911078,0.17617091856963465,0.24605524976447926,9.011317703868837e-06,4.619462736501981e-06
trend_shift,51,1.0,2.1717585014443576e-07,0.015961467032541844,0.014376441758108396,0.98,0.0032952681995888863,0.2064514616902428,0.22921305946447673,5.095368596618407e-06,4.1336415524856595e-06
trend_shift,52,1.0,3.717503375847254e-07,0.017501825559115516,0.014028882488446505,0.9800000000000001,0.0043113242605070145,0.24633568915109758,0.30731772570321325,6.126277958034155e-06,3.936190877492802e-06
trend_shift,54,1.0,1.2300022824964042e-07,0.017059831545569802,0.01480047732645829,0.98,0.0024799216545048387,0.14536612790580805,0.16755686994442878,5.820757047264376e-06,4.381082581820122e-06
trend_shift,56,1.0,3.2521113751048937e-07,0.016809200183905505,0.013969970498529731,0.98,0.004032438080804769,0.23989470270368685,0.28865043639348864,5.650984216452183e-06,3.903201514595824e-06
trend_shift,57,1.0,3.3181177406592884e-07,0.023794859420307596,0.014410059957110356,0.9800000000000001,0.004073154637783412,0.17117792401442808,0.2826604920386605,1.132390669664397e-05,4.152996559350287e-06
trend_shift,58,1.0,3.8539834006147803e-07,0.016090264665503,0.014754951855052788,0.98,0.004389751360051488,0.27282033274834633,0.2975103818145114,5.177932340118691e-06,4.354172084898518e-06
trend_shift,62,1.0,2.8670866739339957e-07,0.019881961542438722,0.015041020492919064,0.98,0.0037862162338765026,0.19043474285948575,0.25172602056216586,7.905847895500254e-06,4.5246459493682285e-06
trend_shift,64,1.0,2.0789893002240607e-07,0.018641791257626893,0.015048403986574282,0.98,0.0032241194923762198,0.17295116374919925,0.21424992944452306,6.950327625858696e-06,4.529089250862899e-06
trend_shift,65,1.0,2.1919531173669247e-07,0.015794159927183523,0.01513700552599763,0.9799999999999999,0.003310553667717011,0.2096061888052163,0.21870598263515026,4.989109756109029e-06,4.582578725881685e-06
trend_shift,66,1.0,2.8244895583724354e-07,0.017168999653838075,0.014176620872974633,0.9800000000000001,0.0037579845385342183,0.2188819741570752,0.2650832361397341,5.895490982269811e-06,4.0195315875211825e-06
trend_shift,67,1.0,2.695069158570532e-07,0.018837697090979787,0.014170163283775633,0.98,0.0036708780683717417,0.19486872788338333,0.2590568644028806,7.097176633830173e-06,4.015870549777264e-06
trend_shift,68,1.0,3.660085620904886e-07,0.01797253766350476,0.014686528196840836,0.9799999999999999,0.004277899964296069,0.2380242592554318,0.2912805468358596,6.460242201321983e-06,4.3138822095320464e-06
trend_shift,70,1.0,5.059612049562178e-07,0.015926036385860258,0.014671854878489066,0.9799999999999999,0.005029717710549045,0.31581729368737477,0.34281403082328027,5.07277269927493e-06,4.305266511508896e-06
trend_shift,71,1.0,2.1092690861835854e-07,0.01948249578553581,0.013331529141596464,0.9799999999999999,0.003247513730674261,0.16668879420907046,0.24359649190890703,7.59135284066846e-06,3.5545933850647377e-06
trend_shift,72,1.0,3.252049043514533e-07,0.014654135091251292,0.013986613973892241,0.98,0.004032399436758796,0.2751714387542524,0.28830419172830335,4.2948735054528535e-06,3.912507409093558e-06
trend_shift,74,1.0,2.3885167179330885e-07,0.017840718099956906,0.013143740516863086,0.98,0.0034558043332436274,0.1937032082386849,0.26292396207989027,6.365824446442604e-06,3.455158295492569e-06
trend_shift,75,1.0,3.9124353711875446e-07,0.019648709052071497,0.01460985233170966,0.9799999999999999,0.004422914972723034,0.2250995198209595,0.3027350908347929,7.721435348259176e-06,4.268955703087271e-06
trend_shift,76,1.0,1.2739794622246135e-07,0.017121446314575416,0.013552874338987376,0.9799999999999998,0.00252386554933558,0.14740959980623972,0.186223636861681,5.862878478057832e-06,3.673608056967694e-06
trend_shift,77,1.0,2.157541734652743e-07,0.019148274072475456,0.014836317401227579,0.9800000000000001,0.003284464746844418,0.17152797867906264,0.22138005395952612,7.333127999092682e-06,4.402326280599344e-06
trend_shift,79,1.0,3.030716882306154e-07,0.017330676253918976,0.014135973472555284,0.9800000000000001,0.0038927605129947104,0.22461676947628878,0.2753797268049794,6.0070467883629936e-06,3.996514920335715e-06
trend_shift,80,1.0,3.079802621056891e-07,0.01751469932422239,0.014766023157520174,0.9799999999999999,0.003924157630025119,0.22404938602617674,0.2657558902734477,6.1352938483583645e-06,4.360708797768469e-06
trend_shift,81,1.0,2.69981547705172e-07,0.015462025533250948,0.015365097161597107,0.9800000000000001,0.0036741090600659453,0.2376214585964049,0.23912045732121126,4.781484671818063e-06,4.721724215706367e-06
trend_shift,82,1.0,2.1458939748664208e-07,0.014579963939453194,0.013896598387763024,0.98,0.0032755869511176304,0.224663583855234,0.23571142086123933,4.251506969515114e-06,3.862308935015561e-06
trend_shift,83,1.0,2.4340554032358755e-07,0.019675612685599742,0.014320898799550112,0.98,0.003488592411873214,0.1773054017487576,0.24360149880975399,7.742594691074676e-06,4.1017628485391206e-06
trend_shift,84,1.0,2.0872075867617968e-07,0.014308476413790832,0.01362121692107592,0.9800000000000001,0.0032304857117481625,0.22577426263459802,0.23716571951436122,4.094649945680152e-06,3.7107510082200827e-06
trend_shift,85,1.0,3.5621333966361477e-07,0.01938455886988352,0.014558499112345346,0.9799999999999999,0.004220268591355368,0.21771290333112067,0.2898834940874267,7.515222451599645e-06,4.238997928083232e-06
trend_shift,89,1.0,1.749109648491558e-07,0.017651835553688752,0.014374987221165455,0.98,0.002957287311449089,0.1675342659098757,0.20572451759086338,6.231745968289412e-06,4.132805152173406e-06
trend_shift,90,1.0,3.3553524654523104e-07,0.020446054730074343,0.014444825629455536,0.9799999999999999,0.004095944619652644,0.2003293385314024,0.2835579137279646,8.360823080503962e-06,4.173059749307538e-06
trend_shift,92,1.0,3.394683648028122e-07,0.02126094772444104,0.01398674752234051,0.9799999999999999,0.0041198808526631565,0.19377691465404653,0.29455603213560727,9.040557962828352e-06,3.912582125073993e-06
trend_shift,96,1.0,2.934040629235409e-07,0.020833830899494695,0.015022305350301485,0.98,0.003830170119743643,0.18384377497450746,0.2549655349447929,8.680970198974807e-06,4.513393160753937e-06
trend_shift,97,1.0,1.6384350441434395e-07,0.018165777084085434,0.01334148698920212,0.9800000000000001,0.0028621976208356467,0.15755987798304227,0.2145336290589014,6.599909141373639e-06,3.559905501660972e-06
trend_shift,98,1.0,2.9661603933273047e-07,0.020309467721412816,0.014598957471009718,0.9799999999999998,0.0038510780265578032,0.18961984033178322,0.26379130387941657,8.24948958254228e-06,4.2625911848070605e-06
trend_shift,100,1.0,2.6747867876444377e-07,0.016717158105357996,0.01412596752133043,0.98,0.0036570389577118504,0.21875960822191048,0.2588876798838497,5.5892675023907355e-06,3.990859168273647e-06
trend_shift,101,1.0,2.54236120336999e-07,0.01993284315090372,0.014458131937691592,0.9799999999999998,0.003565361975571316,0.1788687117326596,0.24659907593432623,7.946364721570682e-06,4.1807515825540025e-06
trend_shift,102,1.0,3.696341418798548e-07,0.021549855353758765,0.014477956601087534,0.9800000000000002,0.0042990356004565635,0.1994925501765244,0.29693662710203417,9.287925315358411e-06,4.192224546859439e-06
trend_shift,103,1.0,4.296074565548912e-07,0.018835680269236613,0.014745598448203305,0.98,0.004634692312089826,0.2460591943503862,0.3143102213430033,7.095657024098195e-06,4.3486534719131175e-06
trend_shift,104,1.0,3.192997259910606e-07,0.014610360184162554,0.014666941145654712,0.9800000000000001,0.003995620890368993,0.2734786028547192,0.2724235988055868,4.26925249421923e-06,4.302383251401963e-06
trend_shift,105,1.0,1.892418965271123e-07,0.01790860344894686,0.013562777387867325,0.9800000000000001,0.0030760518243936755,0.171763914096527,0.22680102580946132,6.414361549832598e-06,3.6789786094568875e-06
trend_shift,106,1.0,1.7978655430957076e-07,0.018835457413583206,0.015357804765550709,0.9799999999999999,0.0029982207582962403,0.1591796096299775,0.19522456523354093,7.095489119578177e-06,4.717243344335472e-06
trend_shift,107,1.0,3.1102165593393054e-07,0.013272750645810487,0.013501621724439096,0.9799999999999999,0.00394348612229033,0.2971114449087524,0.2920749968244393,3.5233181941172763e-06,3.645875783796938e-06
trend_shift,109,1.0,2.9911393833264845e-07,0.019091125778127577,0.014371008315352088,0.98,0.003867259613296269,0.20256844243972932,0.2691014804552718,7.289421669525752e-06,4.1305175999983805e-06
trend_shift,111,1.0,3.1944383189714086e-07,0.017172940696005543,0.014519505403345595,0.98,0.003996522437677165,0.2327220776233603,0.27525196807022667,5.898197842970472e-06,4.2163207431556425e-06
trend_shift,112,1.0,2.6179873494012265e-07,0.014406051304613168,0.014386701988490493,0.9799999999999999,0.0036180017616090306,0.2511445839742677,0.25148235950834796,4.150686283822962e-06,4.1395438821127524e-06
trend_shift,113,1.0,3.0840748864781767e-07,0.015984685587519018,0.014849101966090414,0.9800000000000001,0.003926878459080565,0.24566504217929105,0.2644522522673783,5.11020346663674e-06,4.4099165839869836e-06
trend_shift,116,1.0,2.5801630197685547e-07,0.01706299969846921,0.014551809828417916,0.9800000000000001,0.0035917704685632175,0.21050052933456068,0.24682637492615703,5.822919174199179e-06,4.235103385648786e-06
trend_shift,117,1.0,2.2423122779397774e-07,0.018274405866555724,0.014195965673747432,0.98,0.0033483669735706804,0.1832271318707318,0.23586750281897398,6.679078195512131e-06,4.030508828204312e-06
trend_shift,118,1.0,2.2920918045835705e-07,0.01600641674103363,0.013927496327876914,0.9800000000000001,0.0033853299725311718,0.21149830266836855,0.2430680929892032,5.1241075377528085e-06,3.87950307926048e-06
trend_shift,119,1.0,5.04489926586914e-07,0.017315960900633053,0.014655677478999552,0.9799999999999999,0.005022399459356607,0.29004451373951723,0.3426930939598879,5.996850038245091e-06,4.295777647369121e-06
trend_shift,120,1.0,1.4439563393598492e-07,0.018346533479485384,0.013681126771712071,0.9800000000000001,0.0026869651461824506,0.14645628555317794,0.19639940415859483,6.73190581427753e-06,3.7434645948731177e-06
trend_shift,121,1.000001,2.1754622127056465e-07,0.02085584654020277,0.014688005951244714,0.9800000000000001,0.0032980768735019327,0.15813680193438304,0.22454217982002125,8.699326698169715e-06,4.314750376475983e-06
trend_shift,122,1.0,3.0843173851909003e-07,0.015729899204186562,0.014191922049612424,0.98,0.003927032839938379,0.24965403712778952,0.27670901983608515,4.948594579477385e-06,4.02821302924551e-06
